PASKIRTIS,TEISĖ,GYVENVIETĖ,ADRESAS,OBJEKTAS,ĮMKODAS,PAVADINIMAS
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,Užupio g. 3  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,Užupio g. 3  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Daugėliškio g. 2  2,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Kalvarijų g. 78A  16,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Kalvarijų g. 78A  19,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Kalvarijų g. 78A  21,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Kalvarijų g. 78A  21A,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Kalvarijų g. 80B  23,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Kalvarijų g. 80B  25,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Kalvarijų g. 80  8,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Daugėliškio g. 2  4,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Dzūkų g. 28A  4,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kultūros ir švietimo,Savivaldybės nuosavybė,Vilniaus m.,Architektų g. 204  ,Darželis,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kultūros ir švietimo,Savivaldybės nuosavybė,Vilniaus m.,Erfurto g. 42  ,Darželis,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kultūros ir švietimo,Savivaldybės nuosavybė,Vilniaus m.,Erfurto g. 42  ,Darželis,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Erfurto g. 42  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Erfurto g. 42  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Erfurto g. 42  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Erfurto g. 42  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Erfurto g. 42  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Erfurto g. 42  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Erfurto g. 42  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Erfurto g. 42  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Erfurto g. 42  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Erfurto g. 42  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Erfurto g. 42  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Erfurto g. 42  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Igno Šimulionio g. 8  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Igno Šimulionio g. 8  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Igno Šimulionio g. 8  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Igno Šimulionio g. 8  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Igno Šimulionio g. 8  ,Stoginė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Igno Šimulionio g. 8  ,Stoginė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Igno Šimulionio g. 8  ,Stoginė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Igno Šimulionio g. 8  ,Stoginė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Igno Šimulionio g. 8  ,Stoginė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Igno Šimulionio g. 8  ,Stoginė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Igno Šimulionio g. 8  ,Stoginė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Igno Šimulionio g. 8  ,Stoginė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Brolių g. 18  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Brolių g. 18  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Brolių g. 18  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Brolių g. 18  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Brolių g. 18  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Brolių g. 18  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Brolių g. 18  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Pergalės g. 32  ,Ūkio pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Birželio 23-iosios g. 6  ,Ūkio pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Birželio 23-iosios g. 6  ,Stoginė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Birželio 23-iosios g. 6  ,Stoginė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Birželio 23-iosios g. 6  ,Stoginė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Birželio 23-iosios g. 6  ,Namukas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Birželio 23-iosios g. 6  ,Namukas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Birželio 23-iosios g. 6  ,Namukas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Birželio 23-iosios g. 6  ,Stoginė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Naugarduko g. 50  7,Negyvenamos patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Sandėliavimo,Savivaldybės nuosavybė,Vilniaus m.,J. Basanavičiaus g. 44  ,Sandėlis,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Gedimino pr. 41  ,Negyvenamos patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Pašto g. 12  ,Ūkio pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Pašto g. 12  ,Ūkio pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,V. A. Graičiūno g. 20  ,Transformatorinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,V. A. Graičiūno g. 20  ,Transformatorinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Sandėliavimo,Savivaldybės nuosavybė,Vilniaus m.,V. A. Graičiūno g. 20  ,Sandėlis,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Sandėliavimo,Savivaldybės nuosavybė,Vilniaus m.,V. A. Graičiūno g. 20  ,Sandėlis,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Administracinė,Savivaldybės nuosavybė,Vilniaus m.,V. A. Graičiūno g. 20  ,Administracinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Šaltkalvių g. 30  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Šaltkalvių g. 30  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Šaltkalvių g. 30  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Šaltkalvių g. 30  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Šaltkalvių g. 30  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Šaltkalvių g. 30  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Šaltkalvių g. 30  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Šaltkalvių g. 30  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Šaltkalvių g. 30  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Šaltkalvių g. 30  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Šaltkalvių g. 30  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Šaltkalvių g. 30  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Šaltkalvių g. 30  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Architektų g. 87  20,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Administracinė,Savivaldybės nuosavybė,Vilniaus m.,Vytenio g. 6  ,Administracinės patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Administracinė,Savivaldybės nuosavybė,Vilniaus m.,J. Basanavičiaus g. 16  ,Administracinės patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Negyvenamoji,Savivaldybės nuosavybė,Vilniaus m.,Šiltadaržio g. 6  ,Transformatorinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Šiltadaržio g. 6  ,Pagalbinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Darbo g. 8  4,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Kalvarijų g. 43  11,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Burbiškių g. 16  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Burbiškių g. 16  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Karių Kapų g. 11  ,Garažas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Ąžuolyno g. 8  ,Ūkio pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Ąžuolyno g. 8  ,Ūkio pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Rokantiškių g. 28  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Rokantiškių g. 28  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Nugalėtojų g. 41  ,Ūkio pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Nugalėtojų g. 41  ,Ūkio pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Administracinė,Savivaldybės nuosavybė,Vilniaus m.,A. Kojelavičiaus g. 2  ,Administracinės patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,A. Kojelavičiaus g. 2  ,Garažas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,A. Kojelavičiaus g. 2  ,Ūkio pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,A. Kojelavičiaus g. 2  ,Ūkio pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,A. Kojelavičiaus g. 2  ,Ūkio pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Rygos g. 31  12,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Prekybos,Savivaldybės nuosavybė,Vilniaus m.,Pilies g. 36  ,Parduotuvės patalpos:,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Jogailos g. 11  ,Negyvenamosios patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kultūros ir švietimo,Savivaldybės nuosavybė,Vilniaus m.,Kalvarijų g. 156  ,Vaikų klubas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Mokslo,Savivaldybės nuosavybė,Vilniaus m.,Pašilaičių g. 13  ,Mokykla,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Administracinė,Savivaldybės nuosavybė,Vilniaus m.,Gedimino pr. 34  ,Administracinės patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Šv. Mikalojaus g. 7  13,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Didlaukio g. 62  2,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Žirmūnų g. 113  43,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Negyvenamoji,Savivaldybės nuosavybė,Vilniaus m.,Didlaukio g. 42  28,Negyvenamos patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Paslaugų,Savivaldybės nuosavybė,Vilniaus m.,Didlaukio g. 70  1,Paštas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Paslaugų,Savivaldybės nuosavybė,Vilniaus m.,Didlaukio g. 10  19,Automatinės telefono stoties patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Administracinė,Savivaldybės nuosavybė,Vilniaus m.,Kaštonų g. 2  ,Administracinės patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Viršuliškių g. 61  1,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Negyvenamoji,Savivaldybės nuosavybė,Vilniaus m.,J. Basanavičiaus g. 23  ,Negyvenamosios patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Viršuliškių g. 53A  ,Negyvenamosios patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Negyvenamoji,Savivaldybės nuosavybė,Vilniaus m.,Sausio 13-osios g. 13  ,Negyvenamos patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Administracinė,Savivaldybės nuosavybė,Vilniaus m.,Gedimino pr. 10  ,Administracinės patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Administracinė,Savivaldybės nuosavybė,Vilniaus m.,Kaštonų g. 1A  ,Administracinės patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Negyvenamoji,Savivaldybės nuosavybė,Vilniaus m.,Buivydiškių g. 10  ,Negyvenamosios patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Negyvenamoji,Savivaldybės nuosavybė,Vilniaus m.,Šv. Jono g. 11  ,Negyvenamos patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (gyvenamųjų patalpų),Savivaldybės nuosavybė,Vilniaus m.,Šiltnamių g. 38  ,Gyvenamos patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Žemynos g. 21  74,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Žemynos g. 23  20,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Rygos g. 5  4,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kultūros,Savivaldybės nuosavybė,Vilniaus m.,Skroblų g. 29  ,Biblioteka,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Paslaugų,Savivaldybės nuosavybė,Vilniaus m.,L. Giros g. 84  1,Paštas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Bukčių g. 44  ,Garažas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Bukčių g. 44  ,Ūkio pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Bukčių g. 44  ,Ūkio pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Administracinė,Savivaldybės nuosavybė,Vilniaus m.,Skroblų g. 27  ,Administracinės patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Skroblų g. 13  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Prekybos,Savivaldybės nuosavybė,Vilniaus m.,Vokiečių g. 6  10,Prekybos patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Mokslo,Savivaldybės nuosavybė,Vilniaus m.,V. Grybo g. 7  ,Mokykla,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Savanorių pr. 35  36,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Žemaitės g. 13  29,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Savanorių pr. 39  7,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Statybininkų g. 4  42,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Žemaitės g. 9  61,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Kalvarijų g. 196  74,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Negyvenamoji,Savivaldybės nuosavybė,Vilniaus m.,Vokiečių g. 13  ,Viešasis tualetas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Negyvenamoji,Savivaldybės nuosavybė,Vilniaus m.,Apolinaro Juozo Povilaičio g. 18  ,Viešasis tualetas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Sandėliavimo,Savivaldybės nuosavybė,Vilniaus m.,V. Šopeno g. 8  ,Sandėlis,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kultūros,Savivaldybės nuosavybė,Vilniaus m.,Šiaulių g. 8  ,Vaikų klubas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Naugarduko g. 43  7,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Užusienio g. 91  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Dzūkų g. 32  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Dzūkų g. 32  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Dzūkų g. 32  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Dzūkų g. 32  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Dzūkų g. 32  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Dzūkų g. 32  ,Pavėsinė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Vaduvos g. 19  64,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kultūros ir švietimo,Savivaldybės nuosavybė,Vilniaus m.,P. Žadeikos g. 14A  ,Darželis,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Mokslo,Savivaldybės nuosavybė,Vilniaus m.,S. Stanevičiaus g. 21  ,Darželis,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Mokslo,Savivaldybės nuosavybė,Vilniaus m.,S. Stanevičiaus g. 68  ,Vaikų darželis,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Rinktinės g. 29  ,Kiemo rūsys,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Rinktinės g. 29  ,Sandėlis,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Birutės g. 4  ,Ūkio pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Mokslo,Savivaldybės nuosavybė,Vilniaus m.,Taikos g. 30  ,Vaikų darželis,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kultūros ir švietimo,Savivaldybės nuosavybė,Vilniaus m.,S. Stanevičiaus g. 86  ,Darželis,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Žygio g. 20  8,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Specialioji,Savivaldybės nuosavybė,Vilniaus m.,Vokiečių g. 1  ,Sleptuvė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Žirmūnų g. 89  ,Kiemo rūsys,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Administracinė,Savivaldybės nuosavybė,Vilniaus m.,Erfurto g. 26  28,Negyvenamosios patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Liepkalnio g. 90  4,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
